country,AEZ,FCT_id,food_grp_id,food_item_id,Food_grp,Food_name,suitable_class,Hrv_strt,Hrv_end
ETH,6,12463,12,463,Miscellaneous,"Cumin, seed",1,1,3
ETH,6,12456,12,456,Miscellaneous,Sugar,4,4,6
ETH,6,6265,6,265,"Nuts, seeds and their products","Cashew nut, raw",4,8,10
ETH,6,6269,6,269,"Nuts, seeds and their products",Coconut milk ,1,10,12
ETH,6,6266,6,266,"Nuts, seeds and their products","Coconut, mature kernel, fresh, raw",3,6,8
ETH,6,6286,6,286,"Nuts, seeds and their products",Groundnut paste,1,11,1
ETH,6,6274,6,274,"Nuts, seeds and their products","Groundnut, red, shelled, dried, raw (Benin)",3,3,5
ETH,6,6289,6,289,"Nuts, seeds and their products","Palm nut kernel, shelled, raw",4,2,4
ETH,6,2098,2,98,"Starchy roots, tubers and their products","Tiger nut, tuber, raw",4,11,1
ETH,6,2110,2,110,"Starchy roots, tubers and their products","Yam tuber, flour",4,8,10
ETH,6,4162,4,162,Vegetables and their products,"Eggplant, raw",3,8,10
ETH,6,4201,4,201,Vegetables and their products,"Pumpkin, squash, raw",3,5,7
ETH,6,4166,4,166,Vegetables and their products,"Roselle leaves, raw",2,1,3
ETH,6,4212,4,212,Vegetables and their products,"Tamarind, leaves, dried",3,5,7
ETH,6,4170,4,170,Vegetables and their products,"Taro, leaves, raw",4,8,10
ETH,6,4217,4,217,Vegetables and their products,"Tomato, powder",3,7,9
ETH,6,4171,4,171,Vegetables and their products,"Tomato, red, ripe, raw",2,9,11
ETH,6,4218,4,218,Vegetables and their products,"Turnip, raw ",2,5,7
RWA,6,11444,11,444,Beverages,"Coffee, liquid",1,11,1
RWA,6,11448,11,448,Beverages,"Juice, grapefruit, canned, unsweetened",4,5,7
RWA,6,11451,11,451,Beverages,Ovaltine beverage with partly skimmed milk (without sugar; fortified),4,4,6
RWA,6,11452,11,452,Beverages,Ovaltine beverage with skimmed milk (without sugar; fortified),2,2,4
RWA,6,11443,11,443,Beverages,"Tea, infusion",1,1,3
RWA,6,11454,11,454,Beverages,"Water, tap",3,7,9
RWA,6,1059,1,59,Cereals and their products,"Maize, white, flour degermed ",4,1,3
RWA,6,1004,1,4,Cereals and their products,"Maize, white, whole kernel, dried, raw",3,7,9
RWA,6,1037,1,37,Cereals and their products,"Rice, white, raw",4,1,3
RWA,6,1043,1,43,Cereals and their products,"Wheat flour, white",3,6,8
RWA,6,9372,9,372,Fish and their products,"Bayad, raw",4,3,5
RWA,6,5243,5,243,Fruits and their products,"African locust bean, flour from fruit, pulp",2,2,4
RWA,6,5221,5,221,Fruits and their products,"African locust bean, fruit, pulp, raw",3,3,5
RWA,6,5226,5,226,Fruits and their products,"Cashew apple, pulp, raw",1,6,8
RWA,6,5250,5,250,Fruits and their products,"Dates, dried",1,7,9
RWA,6,5229,5,229,Fruits and their products,"Guava, fruit, raw",3,4,6
RWA,6,5231,5,231,Fruits and their products,"Jujube, raw",1,1,3
RWA,6,5258,5,258,Fruits and their products,"Melon, cantaloup, raw",2,5,7
RWA,6,5235,5,235,Fruits and their products,"Orange, raw",2,12,2
RWA,6,5237,5,237,Fruits and their products,"Pineapple, pulp, raw",2,2,4
RWA,6,5263,5,263,Fruits and their products,"Shea fruit pulp, raw",3,8,10
RWA,6,5241,5,241,Fruits and their products,"Watermelon, fruit, raw",1,5,7
RWA,6,3120,3,120,Legumes and their products,"African yam bean, dried, raw",3,11,1
RWA,6,7313,7,313,Meat and poultry and their products,"Beef,  ground, 10 % fat, raw",2,9,11
RWA,6,7292,7,292,Meat and poultry and their products,"Beef, meat, 15-20  % fat, boneless, raw",2,6,8
RWA,6,7307,7,307,Meat and poultry and their products,"Beef, meat, lean, cured, dried",3,7,9
RWA,6,7331,7,331,Meat and poultry and their products,"Chicken, liver, raw",1,8,10
RWA,6,7343,7,343,Meat and poultry and their products,"Lamb, liver, raw",1,11,1
RWA,6,10426,10,426,Milk and their products,"Butter, from cow's milk (without salt)",1,9,11
RWA,6,10410,10,410,Milk and their products,Cheddar,1,2,4
RWA,6,10430,10,430,Milk and their products,Cottonseed oil,1,11,1
RWA,6,10413,10,413,Milk and their products,"Cream, whipping, 38 % fat",3,3,5
RWA,6,10421,10,421,Milk and their products,"Milk, cow powder, skimmed",1,11,1
RWA,6,10407,10,407,Milk and their products,"Milk, goat, raw",1,2,4
RWA,6,10423,10,423,Milk and their products,"Milk, human, colostrum, raw",2,5,7
RWA,6,10408,10,408,Milk and their products,"Milk, human, mature, raw",4,8,10
RWA,6,10425,10,425,Milk and their products,"Yoghurt, whole milk, with fruits",3,5,7
RWA,6,12458,12,458,Miscellaneous,Anis seed,1,8,10
RWA,6,12469,12,469,Miscellaneous,Salt,2,1,3
RWA,6,12471,12,471,Miscellaneous,"Yeast, dried",4,7,9
RWA,6,6270,6,270,"Nuts, seeds and their products",Coconut water,3,6,8
RWA,6,6267,6,267,"Nuts, seeds and their products","Coconut, immature kernel, fresh, raw",3,6,8
RWA,6,6271,6,271,"Nuts, seeds and their products","Dikanut, kernel, dried, raw",1,4,6
RWA,6,6287,6,287,"Nuts, seeds and their products","Groundnut flour, with fat",2,6,8
RWA,6,6274,6,274,"Nuts, seeds and their products","Groundnut, red, shelled, dried, raw (Benin)",1,9,11
RWA,6,6289,6,289,"Nuts, seeds and their products","Palm nut kernel, shelled, raw",2,4,6
RWA,6,6276,6,276,"Nuts, seeds and their products","Sesame seeds, whole, dried, raw",3,9,11
RWA,6,2078,2,78,"Starchy roots, tubers and their products","Cassava, tuber, dried",4,9,11
RWA,6,2096,2,96,"Starchy roots, tubers and their products","Sweet potato, pale yellow, raw",4,10,12
RWA,6,4152,4,152,Vegetables and their products,"Baobab leaves, dried",1,9,11
RWA,6,4158,4,158,Vegetables and their products,"Cassava, leaves, raw",1,8,10
RWA,6,4190,4,190,Vegetables and their products,"Lettuce, raw",2,6,8
RWA,6,4199,4,199,Vegetables and their products,"Pepper, sweet, green, raw",1,4,6
RWA,6,4205,4,205,Vegetables and their products,"Pumpkin leaves, dried",4,6,8
ETH,7,11436,11,436,Beverages,Beer european (4.4 % alcohol),3,10,12
ETH,7,11444,11,444,Beverages,"Coffee, liquid",3,9,11
ETH,7,11449,11,449,Beverages,"Nectar, Mango, canned",4,11,1
ETH,7,11451,11,451,Beverages,Ovaltine beverage with partly skimmed milk (without sugar; fortified),1,11,1
ETH,7,11443,11,443,Beverages,"Tea, infusion",1,9,11
ETH,7,11454,11,454,Beverages,"Water, tap",3,4,6
ETH,7,1044,1,44,Cereals and their products,"Bread, maize flour, yellow, with milk and egg",2,6,8
ETH,7,1048,1,48,Cereals and their products,"Bread, wheat, wholemeal",2,7,9
ETH,7,1051,1,51,Cereals and their products,"Fonio, husked grains, boiled* (without salt)",1,4,6
ETH,7,1014,1,14,Cereals and their products,"Maize, combined varieties, whole kernel, dried, raw",4,9,11
ETH,7,1059,1,59,Cereals and their products,"Maize, white, flour degermed ",2,5,7
ETH,7,1015,1,15,Cereals and their products,"Millet, whole grain, raw",4,7,9
ETH,7,1017,1,17,Cereals and their products,"Pearl millet, whole grain, raw (with bran)",3,10,12
ETH,7,1034,1,34,Cereals and their products,"Rice, brown, raw",2,2,4
ETH,7,9358,9,358,Fish and their products,"Anchovy, fillet, raw",3,12,2
ETH,7,9375,9,375,Fish and their products,"Catfish, raw",4,12,2
ETH,7,9382,9,382,Fish and their products,"Mackerel, grilled* (without salt and fat)",1,3,5
ETH,7,5244,5,244,Fruits and their products,"Akee, pulp, raw",2,6,8
ETH,7,5224,5,224,Fruits and their products,"Baobab, fruit/Monkey bread, pulp, raw",1,9,11
ETH,7,5252,5,252,Fruits and their products,"Fig, dried ",1,8,10
ETH,7,5229,5,229,Fruits and their products,"Guava, fruit, raw",2,2,4
ETH,7,5255,5,255,Fruits and their products,"Mango, deep orange flesh",2,7,9
ETH,7,5258,5,258,Fruits and their products,"Melon, cantaloup, raw",3,11,1
ETH,7,5257,5,257,Fruits and their products,"Melon, honeydew, raw",4,11,1
ETH,7,5235,5,235,Fruits and their products,"Orange, raw",2,10,12
ETH,7,5240,5,240,Fruits and their products,"Tamarind, fruit, ripe, raw",3,10,12
ETH,7,5239,5,239,Fruits and their products,"Tamarind, immature fruit, raw",1,2,4
ETH,7,3120,3,120,Legumes and their products,"African yam bean, dried, raw",2,7,9
ETH,7,3112,3,112,Legumes and their products,"Bambara groundnut, red, dried, raw",1,5,7
ETH,7,3113,3,113,Legumes and their products,"Bambara groundnuts, white, raw",3,1,3
ETH,7,7304,7,304,Meat and poultry and their products,"Beef, meat, approx. 30 % fat, boneless, raw",3,4,6
ETH,7,7307,7,307,Meat and poultry and their products,"Beef, meat, lean, cured, dried",3,10,12
ETH,7,7320,7,320,Meat and poultry and their products,"Chicken, dark meat, flesh and skin, raw",2,3,5
ETH,7,7331,7,331,Meat and poultry and their products,"Chicken, liver, raw",1,12,2
ETH,7,7294,7,294,Meat and poultry and their products,"Lamb/mutton, meat, moderately fat, raw",3,10,12
ETH,7,7345,7,345,Meat and poultry and their products,"Locust, raw",4,4,6
ETH,7,7296,7,296,Meat and poultry and their products,"Pork, meat, approx. 20 % fat, boneless, raw",1,5,7
ETH,7,10410,10,410,Milk and their products,Cheddar,1,11,1
ETH,7,10412,10,412,Milk and their products,"Cheese, Gouda",4,10,12
ETH,7,10419,10,419,Milk and their products,"Milk, cow, canned, condensed, sweetened",2,4,6
ETH,7,10406,10,406,Milk and their products,"Milk, cow, powder, whole",4,10,12
ETH,7,10405,10,405,Milk and their products,"Milk, cow, whole, 3.5 % fat (includes pasteurised, sterilised and UHT)",4,4,6
ETH,7,10407,10,407,Milk and their products,"Milk, goat, raw",1,4,6
ETH,7,10435,10,435,Milk and their products,Vegetable oil,4,8,10
ETH,7,12460,12,460,Miscellaneous,"Chilli pepper, dried",2,11,1
ETH,7,12464,12,464,Miscellaneous,"Ginger, root, raw",3,4,6
ETH,7,12455,12,455,Miscellaneous,Honey,1,10,12
ETH,7,12467,12,467,Miscellaneous,"Mustard, prepared, yellow",1,0,2
ETH,7,12470,12,470,Miscellaneous,"Spices, mix, ground",2,4,6
ETH,7,12456,12,456,Miscellaneous,Sugar,2,3,5
ETH,7,12471,12,471,Miscellaneous,"Yeast, dried",1,5,7
ETH,7,6269,6,269,"Nuts, seeds and their products",Coconut milk ,1,10,12
ETH,7,6267,6,267,"Nuts, seeds and their products","Coconut, immature kernel, fresh, raw",3,7,9
ETH,7,6268,6,268,"Nuts, seeds and their products","Coconut, kernel, dried, raw",1,10,12
ETH,7,6274,6,274,"Nuts, seeds and their products","Groundnut, red, shelled, dried, raw (Benin)",2,1,3
ETH,7,2080,2,80,"Starchy roots, tubers and their products",Cassava flour,3,2,4
ETH,7,2078,2,78,"Starchy roots, tubers and their products","Cassava, tuber, dried",2,7,9
ETH,7,2100,2,100,"Starchy roots, tubers and their products","Tiger nut, tuber dried",3,11,1
ETH,7,2110,2,110,"Starchy roots, tubers and their products","Yam tuber, flour",1,7,9
ETH,7,4160,4,160,Vegetables and their products,"Cowpea, leaves, raw",3,0,2
ETH,7,4162,4,162,Vegetables and their products,"Eggplant, raw",4,12,2
ETH,7,4154,4,154,Vegetables and their products,"Okra leaves, raw",4,4,6
ETH,7,4209,4,209,Vegetables and their products,"Sweet potato, leaves, raw",3,8,10
ETH,7,4212,4,212,Vegetables and their products,"Tamarind, leaves, dried",1,2,4
ETH,7,4169,4,169,Vegetables and their products,"Tamarind, leaves, raw",2,1,3
ETH,7,4218,4,218,Vegetables and their products,"Turnip, raw ",4,5,7
RWA,7,11444,11,444,Beverages,"Coffee, liquid",2,6,8
RWA,7,11448,11,448,Beverages,"Juice, grapefruit, canned, unsweetened",2,3,5
RWA,7,11445,11,445,Beverages,"Juice, lemon, unsweetened",3,3,5
RWA,7,11451,11,451,Beverages,Ovaltine beverage with partly skimmed milk (without sugar; fortified),4,8,10
RWA,7,1044,1,44,Cereals and their products,"Bread, maize flour, yellow, with milk and egg",1,7,9
RWA,7,1002,1,2,Cereals and their products,"Fonio, black, whole grain, raw",2,5,7
RWA,7,1052,1,52,Cereals and their products,"Macaroni, dried",3,2,4
RWA,7,1059,1,59,Cereals and their products,"Maize, white, flour degermed ",3,7,9
RWA,7,1060,1,60,Cereals and their products,"Maize, white, grit, degermed",2,7,9
RWA,7,1004,1,4,Cereals and their products,"Maize, white, whole kernel, dried, raw",3,3,5
RWA,7,1075,1,75,Cereals and their products,"Maize, yellow, stiff porridge* (without salt)",3,3,5
RWA,7,1006,1,6,Cereals and their products,"Maize, yellow, whole kernel, dried, raw",2,6,8
RWA,7,1034,1,34,Cereals and their products,"Rice, brown, raw",4,10,12
RWA,7,1039,1,39,Cereals and their products,"Sorghum, whole grain, raw ",3,11,1
RWA,7,1041,1,41,Cereals and their products,"Sorghum, whole grain, red, raw",1,5,7
RWA,7,1040,1,40,Cereals and their products,"Sorghum, whole grain, white, raw",1,12,2
RWA,7,9364,9,364,Fish and their products,"African carp, raw",1,10,12
RWA,7,9378,9,378,Fish and their products,"Carp, raw",3,2,4
RWA,7,9382,9,382,Fish and their products,"Mackerel, grilled* (without salt and fat)",3,1,3
RWA,7,9394,9,394,Fish and their products,"Sardines in oil, canned (drained solids with bone)",3,10,12
RWA,7,9398,9,398,Fish and their products,"Tilapia, raw",4,6,8
RWA,7,5221,5,221,Fruits and their products,"African locust bean, fruit, pulp, raw",4,9,11
RWA,7,5245,5,245,Fruits and their products,"Apple, with skin, raw",4,1,3
RWA,7,5247,5,247,Fruits and their products,"Banana, yellow flesh, raw",4,7,9
RWA,7,5225,5,225,Fruits and their products,"Breadfruit, raw",3,4,6
RWA,7,5248,5,248,Fruits and their products,"Clementine, raw",1,8,10
RWA,7,5228,5,228,Fruits and their products,"Dattock, dried pulp, raw",3,5,7
RWA,7,5232,5,232,Fruits and their products,"Landolphia, pulp, raw",2,10,12
RWA,7,5233,5,233,Fruits and their products,"Lemon, raw",1,4,6
RWA,7,5255,5,255,Fruits and their products,"Mango, deep orange flesh",1,6,8
RWA,7,5240,5,240,Fruits and their products,"Tamarind, fruit, ripe, raw",1,11,1
RWA,7,3134,3,134,Legumes and their products,"Broad beans, dried, raw",4,10,12
RWA,7,3142,3,142,Legumes and their products,"Pigeon pea, dried, raw",3,0,2
RWA,7,7316,7,316,Meat and poultry and their products,"Bamboo caterpillar, deep fried",1,1,3
RWA,7,7315,7,315,Meat and poultry and their products,"Beef, meat, cured, corned, canned",2,9,11
RWA,7,7311,7,311,Meat and poultry and their products,"Beef, tripe, raw",1,12,2
RWA,7,7334,7,334,Meat and poultry and their products,"Crocodile, raw",2,1,3
RWA,7,7317,7,317,Meat and poultry and their products,"Game meat, dried",3,1,3
RWA,7,7343,7,343,Meat and poultry and their products,"Lamb, liver, raw",2,12,2
RWA,7,7345,7,345,Meat and poultry and their products,"Locust, raw",2,5,7
RWA,7,10427,10,427,Milk and their products,Coconut oil,2,4,6
RWA,7,10416,10,416,Milk and their products,"Infant formula, powder, for 6 months",1,2,4
RWA,7,10431,10,431,Milk and their products,"Margarine, fortified",4,5,7
RWA,7,10406,10,406,Milk and their products,"Milk, cow, powder, whole",3,3,5
RWA,7,10405,10,405,Milk and their products,"Milk, cow, whole, 3.5 % fat (includes pasteurised, sterilised and UHT)",4,0,2
RWA,7,10432,10,432,Milk and their products,"Palm oil, refined",4,8,10
RWA,7,10433,10,433,Milk and their products,Shea butter,3,10,12
RWA,7,10435,10,435,Milk and their products,Vegetable oil,4,10,12
RWA,7,10409,10,409,Milk and their products,"Yoghurt, whole milk, plain",1,12,2
RWA,7,10425,10,425,Milk and their products,"Yoghurt, whole milk, with fruits",1,1,3
RWA,7,12463,12,463,Miscellaneous,"Cumin, seed",1,1,3
RWA,7,12468,12,468,Miscellaneous,"Pepper, black",2,4,6
RWA,7,12469,12,469,Miscellaneous,Salt,1,8,10
RWA,7,6272,6,272,"Nuts, seeds and their products","Groundnut, shelled, dried, raw",1,1,3
RWA,7,6276,6,276,"Nuts, seeds and their products","Sesame seeds, whole, dried, raw",3,10,12
RWA,7,6277,6,277,"Nuts, seeds and their products","Shea nut, seed kernel, dried, raw",3,8,10
RWA,7,2095,2,95,"Starchy roots, tubers and their products","Cassava sweet, tuber, dried",3,2,4
RWA,7,2077,2,77,"Starchy roots, tubers and their products","Cassava, tuber, raw",1,1,3
RWA,7,2083,2,83,"Starchy roots, tubers and their products","Potato, raw",1,4,6
RWA,7,2096,2,96,"Starchy roots, tubers and their products","Sweet potato, pale yellow, raw",3,3,5
RWA,7,4173,4,173,Vegetables and their products,"Amaranth leaves, raw",4,2,4
RWA,7,4155,4,155,Vegetables and their products,"Cabbage, raw",1,7,9
RWA,7,4163,4,163,Vegetables and their products,"Eggplant leaves, raw",2,4,6
RWA,7,4165,4,165,Vegetables and their products,"Garlic, raw",1,2,4
RWA,7,4154,4,154,Vegetables and their products,"Okra leaves, raw",2,8,10
RWA,7,4197,4,197,Vegetables and their products,"Pepper, sweet, red, raw",4,9,11
RWA,7,4205,4,205,Vegetables and their products,"Pumpkin leaves, dried",2,1,3
RWA,7,4201,4,201,Vegetables and their products,"Pumpkin, squash, raw",4,12,2
RWA,7,4217,4,217,Vegetables and their products,"Tomato, powder",1,9,11
RWA,7,4172,4,172,Vegetables and their products,"Vernonia, leaves, raw",4,5,7
ETH,8,11436,11,436,Beverages,Beer european (4.4 % alcohol),2,2,4
ETH,8,11437,11,437,Beverages,"Beer, maize  (est. 3 % alcohol)",1,4,6
ETH,8,11438,11,438,Beverages,"Beer, millet (est. 3 % alcohol)",3,2,4
ETH,8,11440,11,440,Beverages,"Coffee, instant, powder",3,12,2
ETH,8,11450,11,450,Beverages,Ovaltine beverage with whole milk (without sugar; fortified),4,9,11
ETH,8,11441,11,441,Beverages,Palm wine (est. 3.8 % alcohol),3,8,10
ETH,8,11442,11,442,Beverages,"Sap, palm, fresh (0.3 % alcohol)",3,7,9
ETH,8,1047,1,47,Cereals and their products,"Bread, wheat, white for toasting",3,5,7
ETH,8,1048,1,48,Cereals and their products,"Bread, wheat, wholemeal",1,2,4
ETH,8,1059,1,59,Cereals and their products,"Maize, white, flour degermed ",3,11,1
ETH,8,1057,1,57,Cereals and their products,"Maize, white, flour of whole grain",1,4,6
ETH,8,1076,1,76,Cereals and their products,"Maize, white, stiff porridge* (without salt)",4,10,12
ETH,8,1004,1,4,Cereals and their products,"Maize, white, whole kernel, dried, raw",3,5,7
ETH,8,1063,1,63,Cereals and their products,"Pearl millet, flour (without bran)",4,5,7
ETH,8,1067,1,67,Cereals and their products,"Rice, red native,  milled, raw",2,2,4
ETH,8,1065,1,65,Cereals and their products,"Rice, red native, hulled, raw",1,7,9
ETH,8,9369,9,369,Fish and their products,"Anchovy, canned in oil (drained solids)",3,2,4
ETH,8,9375,9,375,Fish and their products,"Catfish, raw",2,2,4
ETH,8,9389,9,389,Fish and their products,"Perch, Nile, raw",1,9,11
ETH,8,9361,9,361,Fish and their products,"Sardine, raw",4,10,12
ETH,8,9394,9,394,Fish and their products,"Sardines in oil, canned (drained solids with bone)",3,6,8
ETH,8,9395,9,395,Fish and their products,"Shiny-nose, raw",1,5,7
ETH,8,9362,9,362,Fish and their products,"Tuna, raw",3,10,12
ETH,8,5244,5,244,Fruits and their products,"Akee, pulp, raw",2,9,11
ETH,8,5247,5,247,Fruits and their products,"Banana, yellow flesh, raw",2,9,11
ETH,8,5224,5,224,Fruits and their products,"Baobab, fruit/Monkey bread, pulp, raw",2,12,2
ETH,8,5252,5,252,Fruits and their products,"Fig, dried ",1,7,9
ETH,8,5231,5,231,Fruits and their products,"Jujube, raw",3,1,3
ETH,8,5237,5,237,Fruits and their products,"Pineapple, pulp, raw",4,7,9
ETH,8,5261,5,261,Fruits and their products,"Plantain, ripe, raw",4,4,6
ETH,8,5260,5,260,Fruits and their products,"Pomegranate, raw",2,3,5
ETH,8,5238,5,238,Fruits and their products,"Soapberry, fruit, raw",4,5,7
ETH,8,5264,5,264,Fruits and their products,"Sweet apple, fruit, raw",4,8,10
ETH,8,5240,5,240,Fruits and their products,"Tamarind, fruit, ripe, raw",1,7,9
ETH,8,3119,3,119,Legumes and their products,"African locust bean, seeds, dried",2,1,3
ETH,8,3111,3,111,Legumes and their products,"Bambara groundnut, dried, raw ",4,4,6
ETH,8,3115,3,115,Legumes and their products,"Cowpea, black, dried, raw",2,1,3
ETH,8,7304,7,304,Meat and poultry and their products,"Beef, meat, approx. 30 % fat, boneless, raw",4,6,8
ETH,8,7326,7,326,Meat and poultry and their products,"Chicken, light meat, flesh and skin, raw",2,7,9
ETH,8,7296,7,296,Meat and poultry and their products,"Pork, meat, approx. 20 % fat, boneless, raw",1,8,10
ETH,8,10410,10,410,Milk and their products,Cheddar,4,10,12
ETH,8,10411,10,411,Milk and their products,"Cheese, goat, hard type",3,8,10
ETH,8,10428,10,428,Milk and their products,Groundnut oil,1,4,6
ETH,8,10422,10,422,Milk and their products,"Milk, camel, raw (average of different breeds)",2,11,1
ETH,8,10417,10,417,Milk and their products,"Milk, cow, partly skimmed, 1.5 % fat",3,3,5
ETH,8,10405,10,405,Milk and their products,"Milk, cow, whole, 3.5 % fat (includes pasteurised, sterilised and UHT)",1,11,1
ETH,8,10433,10,433,Milk and their products,Shea butter,3,1,3
ETH,8,10409,10,409,Milk and their products,"Yoghurt, whole milk, plain",4,6,8
ETH,8,12458,12,458,Miscellaneous,Anis seed,3,10,12
ETH,8,12459,12,459,Miscellaneous,"Bay leaf, dried",2,3,5
ETH,8,12464,12,464,Miscellaneous,"Ginger, root, raw",3,3,5
ETH,8,12455,12,455,Miscellaneous,Honey,1,9,11
ETH,8,12467,12,467,Miscellaneous,"Mustard, prepared, yellow",1,1,3
ETH,8,12469,12,469,Miscellaneous,Salt,2,11,1
ETH,8,6265,6,265,"Nuts, seeds and their products","Cashew nut, raw",1,3,5
ETH,8,6285,6,285,"Nuts, seeds and their products","Groundnut, combined varieties, shelled, dried, raw (Ghana)",3,3,5
ETH,8,6273,6,273,"Nuts, seeds and their products","Groundnut, rose, shelled, dried, raw (Benin)",1,3,5
ETH,8,2078,2,78,"Starchy roots, tubers and their products","Cassava, tuber, dried",1,6,8
ETH,8,2096,2,96,"Starchy roots, tubers and their products","Sweet potato, pale yellow, raw",4,7,9
ETH,8,2089,2,89,"Starchy roots, tubers and their products","Taro, tuber, raw",3,1,3
ETH,8,4152,4,152,Vegetables and their products,"Baobab leaves, dried",2,7,9
ETH,8,4182,4,182,Vegetables and their products,"Cucumber, raw",3,9,11
ETH,8,4188,4,188,Vegetables and their products,"Jute (bush-okra) leaves, raw",1,6,8
ETH,8,4199,4,199,Vegetables and their products,"Pepper, sweet, green, raw",1,7,9
ETH,8,4197,4,197,Vegetables and their products,"Pepper, sweet, red, raw",3,10,12
ETH,8,4201,4,201,Vegetables and their products,"Pumpkin, squash, raw",4,4,6
ETH,8,4166,4,166,Vegetables and their products,"Roselle leaves, raw",2,7,9
RWA,8,11440,11,440,Beverages,"Coffee, instant, powder",4,2,4
RWA,8,11448,11,448,Beverages,"Juice, grapefruit, canned, unsweetened",4,7,9
RWA,8,11445,11,445,Beverages,"Juice, lemon, unsweetened",4,8,10
RWA,8,11446,11,446,Beverages,"Juice, orange, unsweetened",2,10,12
RWA,8,11453,11,453,Beverages,"Ovaltine powder, fortified",1,6,8
RWA,8,1046,1,46,Cereals and their products,"Bread, wheat, white",3,0,2
RWA,8,1045,1,45,Cereals and their products,"Bread/rolls, white",1,1,3
RWA,8,1001,1,1,Cereals and their products,"Fonio, white, whole grain, raw",4,0,2
RWA,8,1058,1,58,Cereals and their products,"Maize, white, flour refined",4,4,6
RWA,8,1004,1,4,Cereals and their products,"Maize, white, whole kernel, dried, raw",1,9,11
RWA,8,1063,1,63,Cereals and their products,"Pearl millet, flour (without bran)",2,3,5
RWA,8,1067,1,67,Cereals and their products,"Rice, red native,  milled, raw",4,6,8
RWA,8,1036,1,36,Cereals and their products,"Rice, white, polished, raw",4,2,4
RWA,8,1039,1,39,Cereals and their products,"Sorghum, whole grain, raw ",1,4,6
RWA,8,1040,1,40,Cereals and their products,"Sorghum, whole grain, white, raw",1,3,5
RWA,8,1073,1,73,Cereals and their products,"Wheat, bran",4,7,9
RWA,8,9359,9,359,Fish and their products,"Barracuda, raw",2,6,8
RWA,8,9372,9,372,Fish and their products,"Bayad, raw",4,4,6
RWA,8,9375,9,375,Fish and their products,"Catfish, raw",4,11,1
RWA,8,9363,9,363,Fish and their products,"White grouper, raw",1,6,8
RWA,8,5250,5,250,Fruits and their products,"Dates, dried",1,11,1
RWA,8,5251,5,251,Fruits and their products,"Fig, raw ",4,9,11
RWA,8,5229,5,229,Fruits and their products,"Guava, fruit, raw",3,6,8
RWA,8,5258,5,258,Fruits and their products,"Melon, cantaloup, raw",2,2,4
RWA,8,5237,5,237,Fruits and their products,"Pineapple, pulp, raw",1,3,5
RWA,8,5260,5,260,Fruits and their products,"Pomegranate, raw",1,1,3
RWA,8,5240,5,240,Fruits and their products,"Tamarind, fruit, ripe, raw",1,12,2
RWA,8,5241,5,241,Fruits and their products,"Watermelon, fruit, raw",3,1,3
RWA,8,3132,3,132,Legumes and their products,"Beans, white, dried",1,12,2
RWA,8,3142,3,142,Legumes and their products,"Pigeon pea, dried, raw",1,5,7
RWA,8,7313,7,313,Meat and poultry and their products,"Beef,  ground, 10 % fat, raw",4,0,2
RWA,8,7311,7,311,Meat and poultry and their products,"Beef, tripe, raw",2,9,11
RWA,8,7320,7,320,Meat and poultry and their products,"Chicken, dark meat, flesh and skin, raw",1,6,8
RWA,8,7326,7,326,Meat and poultry and their products,"Chicken, light meat, flesh and skin, raw",3,9,11
RWA,8,7336,7,336,Meat and poultry and their products,"Goat, meat, raw",1,0,2
RWA,8,7341,7,341,Meat and poultry and their products,"Lamb, brain, raw",3,4,6
RWA,8,7343,7,343,Meat and poultry and their products,"Lamb, liver, raw",1,1,3
RWA,8,10411,10,411,Milk and their products,"Cheese, goat, hard type",4,1,3
RWA,8,10412,10,412,Milk and their products,"Cheese, Gouda",3,2,4
RWA,8,10430,10,430,Milk and their products,Cottonseed oil,2,7,9
RWA,8,10428,10,428,Milk and their products,Groundnut oil,2,7,9
RWA,8,10415,10,415,Milk and their products,"Infant formula, powder, for 3 months",4,11,1
RWA,8,10420,10,420,Milk and their products,"Milk, cow, canned, evaporated",3,4,6
RWA,8,10429,10,429,Milk and their products,"Palm oil, red",2,8,10
RWA,8,10432,10,432,Milk and their products,"Palm oil, refined",4,0,2
RWA,8,10433,10,433,Milk and their products,Shea butter,2,11,1
RWA,8,10435,10,435,Milk and their products,Vegetable oil,3,11,1
RWA,8,12466,12,466,Miscellaneous,"Mustard, powder",3,8,10
RWA,8,6265,6,265,"Nuts, seeds and their products","Cashew nut, raw",1,10,12
RWA,8,6268,6,268,"Nuts, seeds and their products","Coconut, kernel, dried, raw",2,7,9
RWA,8,6266,6,266,"Nuts, seeds and their products","Coconut, mature kernel, fresh, raw",3,0,2
RWA,8,6289,6,289,"Nuts, seeds and their products","Palm nut kernel, shelled, raw",2,1,3
RWA,8,2078,2,78,"Starchy roots, tubers and their products","Cassava, tuber, dried",2,10,12
RWA,8,2077,2,77,"Starchy roots, tubers and their products","Cassava, tuber, raw",1,3,5
RWA,8,2083,2,83,"Starchy roots, tubers and their products","Potato, raw",1,3,5
RWA,8,2096,2,96,"Starchy roots, tubers and their products","Sweet potato, pale yellow, raw",2,10,12
RWA,8,2100,2,100,"Starchy roots, tubers and their products","Tiger nut, tuber dried",2,5,7
RWA,8,2093,2,93,"Starchy roots, tubers and their products","Yam tuber, raw",1,10,12
RWA,8,4151,4,151,Vegetables and their products,"Baobab, leaves,  raw",1,11,1
